id,full_name,first_name,last_name,is_active,team
1631257,Jermaine Samuels Jr.,Jermaine,Samuels Jr.,True,Houston Rockets
1641766,Adama Sanogo,Adama,Sanogo,True,Chicago Bulls
1630611,Gui Santos,Gui,Santos,True,Golden State Warriors
203967,Dario Saric,Dario,Saric,True,Golden State Warriors
1630846,Olivier Sarr,Olivier,Sarr,True,Oklahoma City Thunder
1631204,Marcus Sasser,Marcus,Sasser,True,Detroit Pistons
1629678,Admiral Schofield,Admiral,Schofield,True,Orlando Magic
203471,Dennis Schroder,Dennis,Schroder,True,Brooklyn Nets
1631220,Dereon Seabron,Dereon,Seabron,True,New Orleans Pelicans
1630578,Alperen Sengun,Alperen,Sengun,True,Houston Rockets
1641729,Brice Sensabaugh,Brice,Sensabaugh,True,Utah Jazz
1629012,Collin Sexton,Collin,Sexton,True,Utah Jazz
1629013,Landry Shamet,Landry,Shamet,True,Washington Wizards
1630549,Day'Ron Sharpe,Day'Ron,Sharpe,True,Brooklyn Nets
1631101,Shaedon Sharpe,Shaedon,Sharpe,True,Portland Trail Blazers
1641767,Ben Sheppard,Ben,Sheppard,True,Indiana Pacers
1627783,Pascal Siakam,Pascal,Siakam,True,Indiana Pacers
1627732,Ben Simmons,Ben,Simmons,True,Brooklyn Nets
1629014,Anfernee Simons,Anfernee,Simons,True,Portland Trail Blazers
1630579,Jericho Sims,Jericho,Sims,True,New York Knicks
1641771,Jalen Slawson,Jalen,Slawson,True,Sacramento Kings
1630606,Javonte Smart,Javonte,Smart,True, 
203935,Marcus Smart,Marcus,Smart,True,Memphis Grizzlies
1630696,Dru Smith,Dru,Smith,True, 
202397,Ish Smith,Ish,Smith,True, 
1630188,Jalen Smith,Jalen,Smith,True,Indiana Pacers
1631173,Terquavion Smith,Terquavion,Smith,True,Philadelphia 76ers
1628372,Dennis Smith Jr.,Dennis,Smith Jr.,True,Brooklyn Nets
1631095,Jabari Smith Jr.,Jabari,Smith Jr.,True,Houston Rockets
1641733,Nick Smith Jr.,Nick,Smith Jr.,True,Charlotte Hornets
1631110,Jeremy Sochan,Jeremy,Sochan,True,San Antonio Spurs
1630531,Jaden Springer,Jaden,Springer,True,Boston Celtics
1630205,Lamar Stevens,Lamar,Stevens,True,Memphis Grizzlies
1630191,Isaiah Stewart,Isaiah,Stewart,True,Detroit Pistons
1631124,Julian Strawther,Julian,Strawther,True,Denver Nuggets
1629622,Max Strus,Max,Strus,True,Cleveland Cavaliers
1630591,Jalen Suggs,Jalen,Suggs,True,Orlando Magic
1631306,Cole Swider,Cole,Swider,True,Miami Heat
1630256,Jae'Sean Tate,Jae'Sean,Tate,True,Houston Rockets
1628369,Jayson Tatum,Jayson,Tatum,True,Boston Celtics
1630678,Terry Taylor,Terry,Taylor,True, 
202066,Garrett Temple,Garrett,Temple,True,Toronto Raptors
1631207,Dalen Terry,Dalen,Terry,True,Chicago Bulls
1628464,Daniel Theis,Daniel,Theis,True,LA Clippers
1630560,Cam Thomas,Cam,Thomas,True,Brooklyn Nets
1641708,Amen Thompson,Amen,Thompson,True,Houston Rockets
1641709,Ausar Thompson,Ausar,Thompson,True,Detroit Pistons
202691,Klay Thompson,Klay,Thompson,True,Golden State Warriors
202684,Tristan Thompson,Tristan,Thompson,True,Cleveland Cavaliers
1630550,JT Thor,JT,Thor,True,Charlotte Hornets
1629680,Matisse Thybulle,Matisse,Thybulle,True,Portland Trail Blazers
1630214,Xavier Tillman,Xavier,Tillman,True,Boston Celtics
1631210,Jacob Toppin,Jacob,Toppin,True,New York Knicks
1630167,Obi Toppin,Obi,Toppin,True,Indiana Pacers
1626157,Karl-Anthony Towns,Karl-Anthony,Towns,True,Minnesota Timberwolves
1629018,Gary Trent Jr.,Gary,Trent Jr.,True,Toronto Raptors
1631131,Oscar Tshiebwe,Oscar,Tshiebwe,True,Indiana Pacers
200782,P.J. Tucker,P.J.,Tucker,True,LA Clippers
1626167,Myles Turner,Myles,Turner,True,Indiana Pacers
1641816,Hunter Tyson,Hunter,Tyson,True,Denver Nuggets
1630649,Stanley Umude,Stanley,Umude,True,Detroit Pistons
202685,Jonas Valanciunas,Jonas,Valanciunas,True,New Orleans Pelicans
1627832,Fred VanVleet,Fred,VanVleet,True,Houston Rockets
1629020,Jarred Vanderbilt,Jarred,Vanderbilt,True,Los Angeles Lakers
1630170,Devin Vassell,Devin,Vassell,True,San Antonio Spurs
1628426,Sasha Vezenkov,Sasha,Vezenkov,True,Sacramento Kings
1629216,Gabe Vincent,Gabe,Vincent,True,Los Angeles Lakers
202696,Nikola Vucevic,Nikola,Vucevic,True,Chicago Bulls
1629731,Dean Wade,Dean,Wade,True,Cleveland Cavaliers
1630532,Franz Wagner,Franz,Wagner,True,Orlando Magic
1629021,Moritz Wagner,Moritz,Wagner,True,Orlando Magic
1630688,Ish Wainright,Ish,Wainright,True,Phoenix Suns
1631133,Jabari Walker,Jabari,Walker,True,Portland Trail Blazers
1641716,Jarace Walker,Jarace,Walker,True,Indiana Pacers
1629022,Lonnie Walker IV,Lonnie,Walker IV,True,Brooklyn Nets
1641717,Cason Wallace,Cason,Wallace,True,Oklahoma City Thunder
1641775,Jordan Walsh,Jordan,Walsh,True,Boston Celtics
1629023,P.J. Washington,P.J.,Washington,True,Dallas Mavericks
1630613,Duane Washington Jr.,Duane,Washington Jr.,True,New York Knicks
1631102,TyTy Washington Jr.,TyTy,Washington Jr.,True,Milwaukee Bucks
1629139,Yuta Watanabe,Yuta,Watanabe,True,Memphis Grizzlies
1630322,Lindy Waters III,Lindy,Waters III,True,Oklahoma City Thunder
1630570,Trendon Watford,Trendon,Watford,True,Brooklyn Nets
1631212,Peyton Watson,Peyton,Watson,True,Denver Nuggets
1641705,Victor Wembanyama,Victor,Wembanyama,True,San Antonio Spurs
1631104,Blake Wesley,Blake,Wesley,True,San Antonio Spurs
201566,Russell Westbrook,Russell,Westbrook,True,LA Clippers
1629632,Coby White,Coby,White,True,Chicago Bulls
1628401,Derrick White,Derrick,White,True,Boston Celtics
1641727,Dariq Whitehead,Dariq,Whitehead,True,Brooklyn Nets
1641715,Cam Whitmore,Cam,Whitmore,True,Houston Rockets
1630598,Aaron Wiggins,Aaron,Wiggins,True,Oklahoma City Thunder
203952,Andrew Wiggins,Andrew,Wiggins,True,Golden State Warriors
1629623,Lindell Wigginton,Lindell,Wigginton,True, 
1629684,Grant Williams,Grant,Williams,True,Charlotte Hornets
1631114,Jalen Williams,Jalen,Williams,True,Oklahoma City Thunder
1631119,Jaylin Williams,Jaylin,Williams,True,Oklahoma City Thunder
1629026,Kenrich Williams,Kenrich,Williams,True,Oklahoma City Thunder
1631109,Mark Williams,Mark,Williams,True,Charlotte Hornets
1631466,Nate Williams,Nate,Williams,True,Houston Rockets
1630172,Patrick Williams,Patrick,Williams,True,Chicago Bulls
1630533,Ziaire Williams,Ziaire,Williams,True,Memphis Grizzlies
1629057,Robert Williams III,Robert,Williams III,True,Portland Trail Blazers
1631246,Vince Williams Jr.,Vince,Williams Jr.,True,Memphis Grizzlies
1629627,Zion Williamson,Zion,Williamson,True,New Orleans Pelicans
1630592,Jalen Wilson,Jalen,Wilson,True,Brooklyn Nets
1629685,Dylan Windler,Dylan,Windler,True,Atlanta Hawks
1630164,James Wiseman,James,Wiseman,True,Detroit Pistons
1631209,Isaiah Wong,Isaiah,Wong,True,Indiana Pacers
1626174,Christian Wood,Christian,Wood,True,Los Angeles Lakers
1626153,Delon Wright,Delon,Wright,True,Miami Heat
201152,Thaddeus Young,Thaddeus,Young,True,Phoenix Suns
1629027,Trae Young,Trae,Young,True,Atlanta Hawks
1630209,Omer Yurtseven,Omer,Yurtseven,True,Utah Jazz
203469,Cody Zeller,Cody,Zeller,True,New Orleans Pelicans
1627826,Ivica Zubac,Ivica,Zubac,True,LA Clippers
